Volatility 3 Framework 2.26.2

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
*** 704	756	ShellExperienc	0x840e98df3080	13	-	1	False	2025-03-12 16:53:42.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 12740	756	TextInputHost.	0x840e9da14340	11	-	2	False	2025-03-12 19:21:09.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	"C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
*** 7492	756	ApplicationFra	0x840e9f327080	1	-	2	False	2025-03-12 19:22:43.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 9288	756	SearchApp.exe	0x840e99bdd080	46	-	2	False	2025-03-12 19:20:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	"C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
*** 7884	756	dllhost.exe	0x840e9e99e080	2	-	2	True	2025-03-12 22:04:28.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SysWOW64\dllhost.exe	"C:\Windows\SysWOW64\DllHost.exe" /Processid:{776DBC8D-7347-478C-8D71-791E12EF49D8}	C:\Windows\SysWOW64\DllHost.exe
*** 14028	756	WmiPrvSE.exe	0x840e9f28b080	9	-	0	False	2025-03-17 17:26:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe	C:\Windows\system32\wbem\wmiprvse.exe	C:\Windows\system32\wbem\wmiprvse.exe
*** 10968	756	RuntimeBroker.	0x840e98ec91c0	5	-	2	False	2025-03-12 19:20:20.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7516	756	FileCoAuth.exe	0x840e9e920080	2	-	2	False	2025-03-12 22:04:34.000000 UTC	N/A	\Device\HarddiskVolume3\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\FileCoAuth.exe	"C:\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\FileCoAuth.exe" -Embedding	C:\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\FileCoAuth.exe
*** 5220	756	unsecapp.exe	0x840e976a2300	3	-	0	False	2025-03-12 16:40:07.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\unsecapp.exe	C:\Windows\system32\wbem\unsecapp.exe -Embedding	C:\Windows\system32\wbem\unsecapp.exe
*** 4836	756	ApplicationFra	0x840e98c48080	2	-	1	False	2025-03-12 16:43:23.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 1256	756	TextInputHost.	0x840e97e11080	12	-	1	False	2025-03-12 16:41:47.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	"C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
*** 12140	756	RuntimeBroker.	0x840e9b1a1240	3	-	2	False	2025-03-12 19:20:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7408	756	StartMenuExper	0x840e99387080	13	-	1	False	2025-03-12 16:41:37.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
*** 4464	756	RuntimeBroker.	0x840e99da3080	2	-	2	False	2025-03-12 19:22:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7800	756	dllhost.exe	0x840e98c450c0	2	-	1	False	2025-03-12 19:01:37.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{3AD05575-8857-4850-9277-11B85BDB8E09}	C:\Windows\system32\DllHost.exe
*** 7932	756	SearchApp.exe	0x840e98bba080	60	-	1	False	2025-03-12 16:41:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	"C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
** 3324	1000	svchost.exe	0x840e96da72c0	10	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k utcsvc -p	C:\Windows\System32\svchost.exe
*** 5804	3324	AggregatorHost	0x840e97f80080	2	-	0	False	2025-03-12 16:40:15.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\AggregatorHost.exe	AggregatorHost.exe	C:\Windows\System32\AggregatorHost.exe
** 4352	1000	svchost.exe	0x840e972491c0	5	-	0	False	2025-03-12 16:40:05.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc	C:\Windows\System32\svchost.exe
** 3332	1000	svchost.exe	0x840e96da9300	1	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService	C:\Windows\system32\svchost.exe
*** 3752	3332	dasHost.exe	0x840e96f1d300	3	-	0	False	2025-03-12 16:40:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dasHost.exe	dashost.exe {ee07d539-2963-4632-95a138cf4a306bcb}	C:\Windows\system32\dashost.exe
** 3844	1000	svchost.exe	0x840e96e0d080	13	-	0	False	2025-03-12 16:40:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs	C:\Windows\System32\svchost.exe
** 1292	1000	svchost.exe	0x840e92def080	6	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s DsmSvc	C:\Windows\system32\svchost.exe
** 1808	1000	svchost.exe	0x840e92f27080	1	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc	C:\Windows\system32\svchost.exe
** 3352	1000	svchost.exe	0x840e96dc4080	15	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS	C:\Windows\System32\svchost.exe
** 3864	1000	svchost.exe	0x840e97e8c080	4	-	0	False	2025-03-12 17:11:33.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p	C:\Windows\System32\svchost.exe
** 2848	1000	svchost.exe	0x840e96bc00c0	1	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s fdPHost	C:\Windows\system32\svchost.exe
** 1320	1000	svchost.exe	0x840e92d2e240	3	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts	C:\Windows\System32\svchost.exe
** 3880	1000	svchost.exe	0x840e96f6d2c0	3	-	0	False	2025-03-12 16:40:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k appmodel -p -s StateRepository	C:\Windows\system32\svchost.exe
** 3376	1000	svchost.exe	0x840e96e042c0	5	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetSvcs -p -s iphlpsvc	C:\Windows\System32\svchost.exe
** 14128	1000	svchost.exe	0x840e918e90c0	2	-	0	False	2025-03-17 17:16:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k wsappx -p -s ClipSVC	C:\Windows\System32\svchost.exe
** 13620	1000	splunkd.exe	0x840e9968d080	48	-	0	False	2025-03-13 15:00:43.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\SplunkUniversalForwarder\bin\splunkd.exe	"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe" service	C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe
*** 1600	13620	conhost.exe	0x840e9c215080	4	-	0	False	2025-03-13 15:00:43.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
*** 11256	13620	splunk-winevtl	0x840e9c0cb080	6	-	0	False	2025-03-13 15:01:02.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe	"C:\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe"	C:\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe
** 1852	1000	SearchIndexer.	0x840e97dc72c0	17	-	0	False	2025-03-12 16:40:12.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe	C:\Windows\system32\SearchIndexer.exe /Embedding	C:\Windows\system32\SearchIndexer.exe
** 2376	1000	svchost.exe	0x840e96862080	12	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkService -p -s Dnscache	C:\Windows\system32\svchost.exe
** 11596	1000	svchost.exe	0x840e9f3460c0	4	-	0	False	2025-03-13 14:40:25.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc	C:\Windows\system32\svchost.exe
** 6988	1000	ScreenConnect.	0x840e99e240c0	16	-	0	True	2025-03-17 17:05:17.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.ClientService.exe	"C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.ClientService.exe" "?e=Access&y=Guest&h=instance-gmpdbd-relay.screenconnect.com&p=443&s=ee445de1-4d95-4e13-8c8c-996091a69e46&k=BgIAAACkAABSU0ExAAgAAAEAAQAReE%2fdR1yKBlUv5FA4D%2b6f06IsxOuFd0HnqQNUw4XBdBpj7tqZZ1YSToKPjZsWLTKs11amFH1M0YEtv8GCo%2fsHWY0HvAT5cvNYLdq4WRAQA0LCi1VT20rX9zIIe7kkXWNsA6YOYdqKju%2fav%2fCZYhIAf2EYolnJ8mwxmVB8idfAJMoxi9e8Is58liPsh91XqFm62WJIAHO23sj3PnKfru3gwyHKZRw2Ywgh6md67hT85XqSI6O6nCdNJBQlRtLgjXpjgaTKpUOpRS2jYxZeVnnimfLedR%2fzuS61xSynSzfdMrLw9reKPm%2fkPewgcSrpCBXylq3XDhQ%2bZo2eOF3Vt4jI"	C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.ClientService.exe
*** 14756	6988	ScreenConnect.	0x840e9bdf4340	8	-	2	False	2025-03-17 17:05:19.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe	"C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe" "RunRole" "e3755dea-7bde-4deb-b26f-47bb2c89b003" "User"	C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe
*** 1772	6988	ScreenConnect.	0x840e9ea14080	16	-	2	False	2025-03-17 17:05:21.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe	"C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe" "RunRole" "9980373c-98d8-4227-a0e6-05d642de2ec1" "System"	C:\Program Files (x86)\ScreenConnect Client (a17d7bba0dc91adf)\ScreenConnect.WindowsClient.exe
** 2384	1000	svchost.exe	0x840e96864380	3	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 1364	1000	svchost.exe	0x840e92d48080	2	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\Windows\system32\svchost.exe
** 2904	1000	spoolsv.exe	0x840e96c23280	11	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe
** 2396	1000	svchost.exe	0x840e96860080	4	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 1392	1000	svchost.exe	0x840e92e30080	4	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc	C:\Windows\system32\svchost.exe
** 3444	1000	svchost.exe	0x840ea08f1080	4	-	0	False	2025-03-13 08:39:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc	C:\Windows\System32\svchost.exe
** 1408	1000	svchost.exe	0x840e92e04300	2	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService	C:\Windows\System32\svchost.exe
** 6020	1000	svchost.exe	0x840e97add1c0	5	-	0	False	2025-03-12 16:40:08.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalService -p -s LicenseManager	C:\Windows\System32\svchost.exe
** 3480	1000	svchost.exe	0x840e96e350c0	1	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s SstpSvc	C:\Windows\system32\svchost.exe
** 3488	1000	svchost.exe	0x840e96e20080	6	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s LanmanServer	C:\Windows\system32\svchost.exe
** 2472	1000	svchost.exe	0x840e9689a080	6	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc	C:\Windows\system32\svchost.exe
** 1964	1000	svchost.exe	0x840e92fc6080	8	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s EventSystem	C:\Windows\system32\svchost.exe
** 1976	1000	svchost.exe	0x840e92fc5300	3	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain	C:\Windows\system32\svchost.exe
** 2496	1000	svchost.exe	0x840e968c00c0	2	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p -s NcdAutoSetup	C:\Windows\System32\svchost.exe
** 1988	1000	svchost.exe	0x840e92fc7080	3	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s Themes	C:\Windows\System32\svchost.exe
** 7108	1000	svchost.exe	0x840e96c5a080	4	-	1	False	2025-03-12 16:41:30.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc	C:\Windows\system32\svchost.exe
** 2504	1000	svchost.exe	0x840e968c22c0	5	-	0	False	2025-03-12 16:39:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netsvcs -p -s ShellHWDetection	C:\Windows\System32\svchost.exe
** 3528	1000	svchost.exe	0x840e96e3d080	3	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks	C:\Windows\System32\svchost.exe
** 1480	1000	svchost.exe	0x840e90de2080	10	-	0	False	2025-03-12 16:41:34.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s CDPSvc	C:\Windows\system32\svchost.exe
** 3028	1000	svchost.exe	0x840e96c582c0	19	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Winmgmt	C:\Windows\system32\svchost.exe
** 3540	1000	MsMpEng.exe	0x840e96e44300	10	-	0	False	2025-03-12 16:40:03.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Windows Defender\MsMpEng.exe	"C:\Program Files\Windows Defender\MsMpEng.exe"	C:\Program Files\Windows Defender\MsMpEng.exe
** 11740	1000	uhssvc.exe	0x840e9e5a11c0	4	-	0	False	2025-03-12 22:01:44.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Microsoft Update Health Tools\uhssvc.exe	"C:\Program Files\Microsoft Update Health Tools\uhssvc.exe"	C:\Program Files\Microsoft Update Health Tools\uhssvc.exe
** 3560	1000	svchost.exe	0x840e96e552c0	7	-	0	False	2025-03-12 16:40:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s WpnService	C:\Windows\system32\svchost.exe
** 3052	1000	svchost.exe	0x840e997450c0	7	-	0	False	2025-03-12 16:42:19.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s WinRM	C:\Windows\System32\svchost.exe
** 11756	1000	svchost.exe	0x840e99a89080	3	-	0	False	2025-03-12 19:20:26.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc	C:\Windows\system32\svchost.exe
** 10224	1000	MsSense.exe	0x840e98db8080	45	-	0	False	2025-03-12 16:42:12.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe	"C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe"	C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
*** 1552	10224	SenseTVM.exe	0x840e96d56340	11	-	0	False	2025-03-12 17:25:41.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe	-	C:\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe
*** 7728	10224	SenseIR.exe	0x840e9c250080	11	-	0	False	2025-03-17 17:26:26.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe	"C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe" "OfflineSenseIR" "3364" "eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6MTM2OH0="	C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe
**** 10352	7728	powershell.exe	0x840e97c640c0	15	-	0	False	2025-03-17 17:26:36.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	C:\Windows\system32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command "& {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8;$scriptFileStream = [System.IO.File]::Open('C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1', [System.IO.FileMode]::Open, [System.IO.FileAccess]::Read, [System.IO.FileShare]::Read);$calculatedHash = Microsoft.PowerShell.Utility\Get-FileHash 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1' -Algorithm SHA256;if (!($calculatedHash.Hash -eq 'fdcc8d91bc1278c7043d83570fb34c0a4f3405258ce495d4e5dfad6f328eee0e')) { exit 323;}; . 'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\0e3d6d2d-06cc-486d-9465-9ef3bee75444.ps1' }"	C:\Windows\system32\WindowsPowerShell\v1.0\powershell.exe
***** 7256	10352	conhost.exe	0x840e9f3df080	2	-	0	False	2025-03-17 17:26:36.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
***** 11408	10352	OpenHandleColl	0x840ea8d6a080	13	-	0	False	2025-03-17 17:26:45.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\OpenHandleCollector.exe	"C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\OpenHandleCollector.exe" 	C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8769.12316303.0.12316303-2a4afa61b2f04fff1b2841882ca64a7d2472e917\OpenHandleCollector.exe
****** 13532	11408	conhost.exe	0x840e9e253340	2	-	0	False	2025-03-17 17:26:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
*** 15568	10224	SenseNdr.exe	0x840e96f5a080	26	-	0	False	2025-03-17 16:51:17.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe	"C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe" -	C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe
** 7152	1000	svchost.exe	0x840e90ad3080	4	-	1	False	2025-03-12 16:41:30.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService	C:\Windows\system32\svchost.exe
** 8688	1000	svchost.exe	0x840e98dbf2c0	3	-	0	False	2025-03-12 16:41:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo	C:\Windows\system32\svchost.exe
** 1524	1000	svchost.exe	0x840e92e48080	13	-	0	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog	C:\Windows\System32\svchost.exe
** 5116	1000	svchost.exe	0x840e9b73a080	5	-	2	False	2025-03-12 19:22:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup	C:\Windows\system32\svchost.exe
* 892	880	fontdrvhost.ex	0x840e923f61c0	5	-	0	False	2025-03-12 16:39:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
